,комнаты,площадь,жилая площадь,площадь кухни,этаж,этажей в доме,год постройки,экология_1,экология_2,экология_3,социальные_1,социальные_2,социальные_3,здравоохранение_1,здравоохранение_2,магазины_1,магазины_2,цена,здравоохранение_1_y,здравоохранение_2_y,магазины_1_y,магазины_2_y,цена_y
5673,3.0,80.64727915223868,,1.0,11,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B,161631.70497179715,,,,,
5674,3.0,66.1477594103198,65.7034373950069,7.0,13,12.0,1975,0.060753049,B,B,15,2787,2,520.0,0,7,B,243370.8104527354,520.0,0.0,7.0,B,243370.8104527354
5675,2.0,56.29082545629714,5.142822023945888,1.0,2,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,294282.7213754084,229.0,1.0,3.0,B,294282.7213754084
5676,2.0,61.854475552113286,,1.0,5,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,158131.63085685042,,,,,
5677,1.0,38.61846127597722,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,143740.3009191096,,,,,
5678,1.0,39.12028530139232,21.45960593032516,8.0,5,14.0,1995,0.036122292,B,B,24,4378,0,1036.0,1,1,B,171834.4073904175,,,,,
5679,2.0,63.88616402640567,62.53289213929033,10.0,25,24.0,2017,0.007122317,B,B,1,264,0,,0,1,B,218538.048236916,,0.0,1.0,B,218538.048236916
5680,1.0,30.331459646401,19.38667401988612,6.0,7,9.0,1969,0.000995363,B,B,42,7651,1,,1,5,B,151693.94838925893,,,,,
5681,1.0,32.19952403693972,,1.0,9,17.0,2014,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,91080.64008350208,,,,,
5682,1.0,43.81033540133632,,1.0,11,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B,122924.26000072269,,,,,
5683,1.0,41.42328961288971,,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,138751.64583812235,,,,,
5684,1.0,37.59638070116712,23.5218826059524,5.0,2,9.0,1971,0.313924552,B,B,22,4625,11,3855.0,2,10,B,182893.69080184333,,,,,
5685,3.0,61.81047172880874,45.0216026125091,5.0,7,9.0,1977,0.002211665,B,B,39,7614,3,,1,5,A,316732.1658333264,,1.0,5.0,A,316732.1658333264
5686,2.0,62.25462684542144,,0.0,4,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,156006.9813277999,,,,,
5687,1.0,45.97279951501696,42.880931778541004,1.0,13,17.0,2014,0.069753361,B,B,53,13670,4,,1,11,B,201501.5345824407,,,,,
5688,3.0,60.44391134620359,39.50092919674027,6.0,2,5.0,1966,0.194489265,B,B,47,8004,3,125.0,3,5,B,194332.249120304,,,,,
5689,1.0,36.45761131155671,19.872969711966228,5.0,5,24.0,2007,0.101872465,B,B,23,4583,3,,3,3,B,189627.2411904396,,,,,
5690,2.0,85.91644306957554,45.4256470672939,16.0,5,1.0,2013,0.0,B,B,36,6714,2,2672.0,0,2,B,493707.35573170526,2672.0,0.0,2.0,B,493707.35573170526
5691,1.0,42.90168338731896,,1.0,18,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,119356.86913925424,,,,,
5692,1.0,42.44386486879974,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,164904.84727007433,,,,,
5693,1.0,32.86002887443827,23.94088310265783,5.0,3,9.0,1968,0.000995363,B,B,42,7651,1,,1,5,B,129339.26816358855,,,,,
5694,3.0,54.526820684610605,38.90392661651829,6.0,3,9.0,1976,0.300322518,B,B,52,10311,6,,1,9,B,245215.47730896933,,1.0,9.0,B,245215.47730896933
5695,1.0,42.9832833985921,24.224435446724684,37.0,15,16.0,1983,0.188783766,B,B,31,6137,4,,0,1,B,198450.73635343093,,,,,
5696,3.0,79.3479552247171,,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,259715.0999930594,,0.0,1.0,B,259715.0999930594
5697,2.0,46.245106307113645,30.906894527624495,5.0,5,5.0,1962,0.040242764,B,B,25,3478,11,2729.0,3,1,B,178240.00737776954,,,,,
5698,1.0,47.90932737998546,42.78238540963264,1.0,2,1.0,2016,0.069753361,B,B,53,13670,4,,1,11,B,181167.64240357085,,,,,
5699,1.0,31.552775464231228,20.07413501938036,5.0,6,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B,143405.91058753242,,,,,
5700,2.0,39.02382039371991,24.473583510362936,4.0,6,9.0,1966,0.313924552,B,B,22,4625,11,3855.0,2,10,B,228808.370815354,3855.0,2.0,10.0,B,228808.370815354
5701,3.0,58.69147718119599,47.15015447890776,5.0,9,9.0,1971,0.049637257,B,B,34,7759,0,229.0,1,3,B,262041.09891318055,229.0,1.0,3.0,B,262041.09891318055
5702,1.0,33.8292823783735,20.757271920459072,8.0,9,12.0,1973,0.0,B,B,23,3684,2,,0,4,B,183657.61215499975,,,,,
5703,2.0,65.73917898290412,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,156742.81083204394,,,,,
5704,2.0,63.04734257981203,41.07992295279402,10.0,6,25.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,171909.5349482285,,,,,
5705,2.0,68.07179819073525,35.11940583766354,10.0,23,22.0,2002,0.050755569,B,B,24,5469,1,145.0,0,1,B,354783.0872116501,145.0,0.0,1.0,B,354783.0872116501
5706,1.0,39.931163362803694,21.49473367429233,8.0,12,16.0,1985,0.23861713,B,B,26,3889,6,705.0,3,6,B,85312.11075853548,,,,,
5707,1.0,42.555286397437264,4.605526945277309,1.0,13,12.0,2016,0.011654127,B,B,4,915,0,,0,0,B,121435.13725656414,,,,,
5708,2.0,45.17072969562209,33.085746462504204,5.0,7,5.0,1965,0.040242764,B,B,25,3478,11,2729.0,3,1,B,183945.02767582887,,,,,
5709,1.0,44.27524429059872,25.308210033136568,6.0,8,12.0,1969,0.149666373,B,B,22,4789,2,4087.0,4,1,B,191814.83652426105,,,,,
5710,2.0,46.661892143485325,31.326561184291144,5.0,5,5.0,1960,0.150817539,B,B,16,3433,4,2643.0,4,5,B,177194.90946202265,,,,,
5711,2.0,40.94194776847922,23.782987380291573,7.0,5,9.0,1969,0.225824954,A,B,41,6558,7,1548.0,3,2,B,158474.27541730867,,,,,
5712,1.0,33.39898337769237,164.15335978071406,6.0,3,5.0,1965,0.211401214,B,B,9,1892,0,,0,1,B,104891.07375738883,,,,,
5713,1.0,31.89348347603991,20.94667055523254,7.0,3,14.0,1973,0.175054867,B,B,36,10055,3,,1,0,B,182946.36203104112,,,,,
5714,1.0,54.62675651969972,,0.0,6,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,146146.77418362632,,,,,
5715,2.0,61.24533732469979,,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,153624.44229751136,,,,,
5716,2.0,65.07898897519843,27.62686148396968,7.0,5,5.0,1959,0.111627393,B,B,50,12238,8,1970.0,2,3,B,284889.7728782213,1970.0,2.0,3.0,B,284889.7728782213
5717,1.0,65.68585090607534,,1.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,188642.5491755998,,,,,
5718,2.0,45.68471611437051,30.173112315763355,5.0,10,9.0,1972,0.200146802,B,B,23,3975,8,770.0,2,0,B,241669.1367364589,770.0,2.0,0.0,B,241669.1367364589
5719,3.0,68.51354878056793,47.981559079850655,6.0,2,12.0,1979,0.43788524,B,B,23,5735,3,1084.0,0,5,B,250072.80346605985,1084.0,0.0,5.0,B,250072.80346605985
5720,2.0,63.25924550355249,57.06887869515006,1.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,168645.55021188135,,,,,
5721,3.0,78.36330923871294,,0.0,9,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,219518.2128154324,540.0,0.0,0.0,B,219518.2128154324
5722,1.0,41.98620662447699,20.56640910675136,7.0,17,17.0,2008,0.158249043,B,B,21,5731,0,,1,0,B,164137.1515048191,,,,,
5723,2.0,46.23105220207222,26.159755273962823,5.0,6,5.0,1968,0.092290642,B,B,21,4346,2,165.0,1,2,B,186505.8273927676,,,,,
5724,3.0,86.12661581879183,49.26933544712181,10.0,1,17.0,2002,0.041116354,B,B,53,14892,4,,1,4,B,267359.36576186755,,1.0,4.0,B,267359.36576186755
5725,3.0,81.5142401661832,79.5502868605827,1.0,11,18.0,2018,0.049637257,B,B,34,7759,0,229.0,1,3,B,335388.14968209947,229.0,1.0,3.0,B,335388.14968209947
5726,2.0,45.32348877760096,32.00145942545935,6.0,5,9.0,1972,0.298204575,B,B,16,4048,3,,1,3,B,183343.0759237648,,,,,
5727,1.0,41.02403084281981,18.786663584890867,7.0,13,16.0,2014,0.211401214,B,B,9,1892,0,,0,1,B,79417.57218672169,,,,,
5728,2.0,49.65365545860962,32.64164318053411,6.0,5,9.0,1969,0.188783766,B,B,31,6137,4,,0,1,B,224948.60131600717,,0.0,1.0,B,224948.60131600717
5729,3.0,72.60298579485821,49.63749914091825,8.0,6,5.0,1939,0.161975568,B,A,31,7010,5,4508.0,3,7,B,379841.447889656,4508.0,3.0,7.0,B,379841.447889656
5730,1.0,44.283957719104215,43.453314560645296,1.0,7,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B,146412.35930477886,,,,,
5731,2.0,64.80289313515918,,1.0,15,17.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,198985.61967987227,,,,,
5732,1.0,42.48900424292274,20.48800852910884,7.0,10,16.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,165633.22454307755,,,,,
5733,2.0,50.38541926062573,50.06470864227687,8.0,6,17.0,1990,0.089039719,B,B,33,7976,5,,0,11,B,264581.6914375502,,0.0,11.0,B,264581.6914375502
5734,3.0,79.6504394114378,,1.0,19,20.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,216640.53885837708,1183.0,1.0,0.0,B,216640.53885837708
5735,1.0,40.65549933910779,22.05776848447152,10.0,18,19.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,199166.19839241388,,,,,
5736,1.0,44.163967718810646,46.614943612957184,0.0,19,0.0,2016,0.017647053,B,B,2,469,0,,0,0,B,140427.43376442243,,,,,
5737,5.0,111.04579867495636,81.94045927590565,9.0,6,6.0,1940,0.050272014,B,B,21,4231,14,1020.0,0,3,B,513239.4990815424,1020.0,0.0,3.0,B,513239.4990815424
5738,1.0,34.46311354639066,20.56182303322385,5.0,3,5.0,1960,0.150817539,B,B,16,3433,4,2643.0,4,5,B,158433.1687747096,,,,,
5739,1.0,43.32220144281334,41.51531555708381,10.0,19,25.0,2012,0.069753361,B,B,53,13670,4,,1,11,B,151000.61975072543,,,,,
5740,1.0,38.75523552493164,20.04360860268966,10.0,16,17.0,2012,0.011654127,B,B,4,915,0,,0,0,B,80559.3415736419,,,,,
5741,2.0,61.60134052981476,,11.0,11,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B,182794.2861977025,,,,,
5742,2.0,65.48864503269596,,1.0,11,12.0,1977,0.017647053,B,B,2,469,0,,0,0,B,174435.95755171124,,,,,
5743,3.0,74.4616381695478,72.60063239711381,1.0,18,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,197241.12388996888,,,,,
5744,1.0,35.74191628362617,18.684569907741245,6.0,8,9.0,1975,0.282797669,B,B,33,8667,2,,0,6,B,141729.12269481865,,,,,
5745,2.0,65.04393558318965,39.40991815509657,7.0,2,5.0,1957,0.309479124,B,B,35,7715,4,990.0,0,6,B,240308.6185087053,990.0,0.0,6.0,B,240308.6185087053
5746,3.0,108.95728543911696,51.063720763117935,27.0,2,22.0,2008,0.282797669,B,B,33,8667,2,,0,6,B,562559.6002169985,,0.0,6.0,B,562559.6002169985
5747,3.0,86.15664656492535,,0.0,11,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B,265697.7738515256,,0.0,1.0,B,265697.7738515256
5748,1.0,36.877925912778,18.501876930807665,6.0,3,9.0,1971,0.282797669,B,B,33,8667,2,,0,6,B,157839.20760556922,,,,,
5749,3.0,101.62279409484869,51.62877982744403,12.0,18,17.0,2000,0.265088676,B,B,37,5288,0,1937.0,3,2,B,212883.50150421608,,,,,
5750,2.0,41.81826095604386,25.246200097182232,6.0,15,14.0,1980,0.130617806,B,B,39,10418,9,900.0,1,9,B,201720.49830923468,,,,,
5751,3.0,73.17194703235579,74.85892677536111,1.0,7,1.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,198935.41691756007,,,,,
5752,3.0,53.77905702686778,36.54988880634436,5.0,8,9.0,1972,0.31019913,B,B,11,2748,1,,0,0,B,161791.4564665744,,,,,
5753,1.0,42.63631429235572,22.22709616266963,9.0,14,16.0,1983,0.300322518,B,B,52,10311,6,,1,9,B,194395.4193436807,,,,,
5754,1.0,40.45384964828328,23.4439161064598,10.0,11,22.0,1990,0.0,B,B,27,4798,0,30.0,2,8,B,188804.23384223183,,,,,
5755,2.0,64.51143730838427,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,229102.7959994131,,0.0,1.0,B,229102.7959994131
5756,3.0,107.75061419637456,,1.0,12,24.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B,544073.1782638407,176.0,5.0,5.0,B,544073.1782638407
5757,2.0,48.016550752886296,32.464898995376835,5.0,6,9.0,1972,0.0,B,B,23,3684,2,,0,4,B,226438.64110860185,,0.0,4.0,B,226438.64110860185
5758,1.0,34.38266499530725,22.438041912650046,5.0,7,9.0,1965,0.069660344,B,B,31,6119,4,,1,2,B,153408.9607483802,,,,,
5759,2.0,49.2211774041329,28.14457536698952,9.0,12,14.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,230797.64623393788,1183.0,1.0,0.0,B,230797.64623393788
5760,2.0,61.58316763865656,42.25445508590869,6.0,4,8.0,1964,0.327018035,B,B,12,2270,23,2500.0,1,0,B,366925.2739464291,2500.0,1.0,0.0,B,366925.2739464291
5761,2.0,62.50998306446762,64.10274332560806,10.0,12,12.0,2018,0.072157581,B,B,2,629,1,,0,0,A,215970.01216819152,,0.0,0.0,A,215970.01216819152
5762,3.0,78.76793036635894,58.620605480234296,10.0,7,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,176042.28535431105,,,,,
5763,3.0,85.54256040854709,47.512886084757206,11.0,11,17.0,2008,0.188783766,B,B,31,6137,4,,0,1,B,90312.06659624475,,,,,
5764,1.0,168.08634684348272,125.48656268164731,30.0,18,28.0,2011,0.006076152,B,B,30,5285,0,645.0,6,6,B,367353.5745662616,645.0,6.0,6.0,B,367353.5745662616
5765,3.0,83.21948767655502,46.83628783348282,11.0,14,14.0,2010,0.092290642,B,B,21,4346,2,165.0,1,2,B,396107.47863712296,165.0,1.0,2.0,B,396107.47863712296
5766,4.0,96.182940819136,,1.0,22,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,356332.2966429646,,1.0,11.0,B,356332.2966429646
5767,2.0,44.96681657467396,28.41029907404075,6.0,3,9.0,1979,0.219006007,B,B,28,6746,3,,1,4,B,200029.48391893343,,,,,
5768,2.0,55.59740947934216,,1.0,15,1.0,2013,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,153836.50566851438,,,,,
5769,3.0,62.759276114402816,46.03958871552637,6.0,5,12.0,1980,0.460556389,B,B,20,4386,14,,1,5,B,318762.3790332149,,1.0,5.0,B,318762.3790332149
5770,3.0,79.53163832780405,47.00402027242569,12.0,8,14.0,2003,0.090799103,B,B,74,19083,2,,5,15,B,335917.07679435075,,5.0,15.0,B,335917.07679435075
5771,1.0,44.69723525235111,,1.0,6,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,130621.25619050262,,,,,
5772,1.0,36.47651726125879,22.27416368022584,6.0,11,9.0,1971,0.049637257,B,B,34,7759,0,229.0,1,3,B,182938.07874476817,,,,,
5773,3.0,81.68716016969981,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,218492.7193784044,,0.0,1.0,B,218492.7193784044
5774,1.0,37.99634821405783,23.45993483593153,9.0,11,16.0,1994,0.428825818,B,B,25,5011,8,730.0,0,2,B,161845.78151863712,,,,,
5775,2.0,55.29375581339264,31.264868717859784,9.0,12,12.0,1973,0.033493708,B,B,66,10573,1,1322.0,3,8,B,189823.99865169276,,,,,
5776,1.0,37.04161888658318,22.386195432144586,6.0,1,9.0,1973,0.127375905,B,B,43,8429,3,,3,9,B,144136.38024372965,,,,,
5777,4.0,65.81122612205859,50.25241636844633,6.0,10,9.0,1976,0.521867054,B,B,25,6149,0,,0,0,B,105079.22383839649,,,,,
5778,1.0,40.83554155731323,39.32271536285121,1.0,15,19.0,2016,0.211401214,B,B,9,1892,0,,0,1,B,91692.86137836648,,,,,
5779,2.0,57.37022025424072,35.83089128675851,9.0,2,17.0,1993,0.069753361,B,B,53,13670,4,,1,11,B,214112.01650689504,,,,,
5780,2.0,48.04733755033365,28.005250166938964,6.0,10,9.0,1977,0.0,B,B,39,8647,0,810.0,0,5,B,180032.48201842824,,,,,
5781,1.0,42.930185167115226,,1.0,12,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,144283.5367696915,,,,,
5782,1.0,35.472918589650845,23.29667804007822,8.0,2,5.0,1960,0.149666373,B,B,22,4789,2,4087.0,4,1,B,154431.43758931803,,,,,
5783,2.0,61.08484954730584,36.55411842175804,12.0,2,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,188077.5127682633,,,,,
5784,1.0,60.0221232895804,2.858369348878094,1.0,9,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,176731.4317498077,,,,,
5785,2.0,45.42182384394349,30.02703903832473,6.0,7,9.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B,241567.4390972565,1970.0,2.0,3.0,B,241567.4390972565
5786,3.0,92.8177178281892,57.633344496358006,9.0,13,16.0,1991,0.341071945,B,B,27,5664,48,2300.0,3,11,B,506757.45093449217,2300.0,3.0,11.0,B,506757.45093449217
5787,3.0,80.34159259925882,50.08055068607111,8.0,6,14.0,1987,0.0077202819999999,B,B,38,4788,2,,0,4,B,373486.007136628,,0.0,4.0,B,373486.007136628
5788,1.0,65.27122540174945,62.798044923755725,1.0,3,1.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,210849.6935419777,,,,,
5789,2.0,49.64036987165679,29.37040649232115,5.0,5,5.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,184743.6632578544,,,,,
5790,3.0,77.81085482138081,48.708323975858974,10.0,4,17.0,1994,0.033493708,B,B,66,10573,1,1322.0,3,8,B,305857.99852488947,1322.0,3.0,8.0,B,305857.99852488947
5791,3.0,78.82454211029264,47.01136276475553,10.0,2,16.0,1983,0.019508796,B,B,37,7687,11,176.0,5,5,B,359306.3995587356,176.0,5.0,5.0,B,359306.3995587356
5792,2.0,67.14604873000572,33.9591539865958,63.0,5,17.0,2019,0.034656082,B,B,0,168,0,,0,0,B,193130.58587111929,,,,,
5793,1.0,41.79018492959154,,1.0,4,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,143626.31897519124,,,,,
5794,1.0,48.785676108112746,,10.0,11,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,164566.3128266409,,,,,
5795,2.0,43.1520679365497,29.48822861130024,5.0,1,5.0,1964,0.150817539,B,B,16,3433,4,2643.0,4,5,B,184949.25682856503,,,,,
5796,1.0,42.16637391536585,,1.0,14,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,106827.78180414652,,,,,
5797,1.0,37.15436387114613,15.73426079183671,7.0,9,16.0,2004,0.041116354,B,B,53,14892,4,,1,4,B,180146.80420360548,,,,,
5798,1.0,34.2394609702116,23.141324340380763,6.0,4,9.0,1969,0.313924552,B,B,22,4625,11,3855.0,2,10,B,181843.4216485016,,,,,
5799,2.0,57.35070031751031,,10.0,25,30.0,1977,0.069753361,B,B,53,13670,4,,1,11,B,343821.9347439352,,1.0,11.0,B,343821.9347439352
5800,3.0,60.79324417685827,42.067413620919815,6.0,3,9.0,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B,226708.4079403192,2078.0,2.0,4.0,B,226708.4079403192
5801,1.0,31.70775808704654,,1.0,21,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A,104479.15980616253,,,,,
5802,1.0,41.56840611788026,23.59233086914705,7.0,8,12.0,2007,0.158249043,B,B,21,5731,0,,1,0,B,162194.8137813133,,,,,
5803,1.0,47.020679516821616,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,163649.47444701148,,,,,
5804,1.0,45.03622414659903,40.48115255181728,0.0,5,17.0,2014,0.069753361,B,B,53,13670,4,,1,11,B,156998.07730957898,,,,,
5805,1.0,48.1052281982363,,1.0,16,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,140349.45689139495,,,,,
5806,2.0,68.73618333295529,60.93503256845512,1.0,13,19.0,2019,0.178916796,B,B,18,3594,4,192.0,1,5,B,341669.45313100994,192.0,1.0,5.0,B,341669.45313100994
5807,2.0,47.480589955168114,33.85965454102014,5.0,6,5.0,1964,0.486245621,B,B,13,2514,19,,0,6,B,147492.66736962134,,,,,
5808,3.0,75.03708532706841,45.8110370456175,9.0,11,37.0,2010,0.236108458,B,B,16,3893,27,,3,10,B,288203.4500753227,,3.0,10.0,B,288203.4500753227
5809,4.0,100.90426263196274,65.11069835934879,10.0,8,22.0,1985,0.0,B,B,25,5027,4,46.0,1,1,B,513832.46769021935,46.0,1.0,1.0,B,513832.46769021935
5810,1.0,36.68636003589148,38.0786177827131,1.0,5,15.0,2017,0.017647053,B,B,2,469,0,,0,0,B,135204.9085971638,,,,,
5811,3.0,85.46510744672763,,1.0,4,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A,181127.3440645169,,,,,
5812,2.0,52.413129138098405,54.53750078364072,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,152762.8658516619,,,,,
5813,2.0,42.45262842488867,23.122541971615988,6.0,14,12.0,1969,0.265088676,B,B,37,5288,0,1937.0,3,2,B,165500.0886862159,,,,,
5814,1.0,36.44042244732288,23.215326571286145,8.0,15,16.0,1977,0.265088676,B,B,37,5288,0,1937.0,3,2,B,189427.7684535007,,,,,
5815,2.0,54.92983334752278,32.689647451952965,9.0,7,17.0,1999,0.041365446,B,B,31,5569,0,,1,4,B,229545.9353598603,,1.0,4.0,B,229545.9353598603
5816,2.0,58.63180649794639,33.12771677904148,9.0,4,16.0,1978,0.0001696759999999,B,B,36,5992,0,,1,1,B,244105.8599157489,,1.0,1.0,B,244105.8599157489
5817,1.0,42.50100652680478,20.6348291554613,8.0,7,16.0,2006,0.050900058,B,B,43,10621,1,30.0,2,3,B,166112.8071265953,,,,,
5818,2.0,48.30855171204629,34.840142893065824,6.0,13,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,237295.87200284345,,1.0,10.0,B,237295.87200284345
5819,1.0,33.59009407159216,19.608496260276727,6.0,8,9.0,1971,0.086885265,B,B,10,2277,2,1547.0,0,0,B,114696.05968134076,,,,,
5820,3.0,58.839151536093,37.93895097718369,8.0,22,23.0,2008,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,259213.14382314525,1430.0,3.0,2.0,B,259213.14382314525
5821,1.0,54.25519113954791,51.135218544797326,0.0,5,3.0,2017,0.072157581,B,B,2,629,1,,0,0,A,147040.22612039236,,,,,
5822,3.0,80.38447920267191,46.68372012823429,12.0,5,17.0,2011,0.309479124,B,B,35,7715,4,990.0,0,6,B,215898.4477421489,990.0,0.0,6.0,B,215898.4477421489
5823,1.0,39.52630754321898,22.61315001819217,7.0,11,14.0,2006,0.371148999,B,B,34,7065,1,750.0,2,5,B,175002.66508503028,,,,,
5824,2.0,66.4017046271681,66.62815756227727,1.0,16,1.0,2016,0.089039719,B,B,33,7976,5,,0,11,B,292516.48545145174,,0.0,11.0,B,292516.48545145174
5825,3.0,77.72408958884107,45.23623065320778,10.0,9,17.0,1987,0.0,B,B,23,5067,4,,2,6,B,428962.882881042,,2.0,6.0,B,428962.882881042
5826,1.0,40.308864199647815,19.451757505093568,8.0,18,16.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,184850.1876660361,,,,,
5827,1.0,41.03876036805144,36.049416024822186,0.0,12,16.0,2014,0.034656082,B,B,0,168,0,,0,0,B,96009.20753502627,,,,,
5828,3.0,54.127769322208174,36.76945809729112,6.0,4,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B,241930.1745222053,2300.0,1.0,7.0,B,241930.1745222053
5829,2.0,66.08270893514195,60.85166517233361,1.0,14,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B,173219.51810903,,,,,
5830,4.0,102.4955821873602,63.33801660165994,9.0,5,16.0,1985,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,518163.4284850906,1046.0,3.0,23.0,B,518163.4284850906
5831,3.0,102.55681684569672,55.719117659120286,14.0,15,21.0,2004,0.122090347,B,B,29,6566,7,1894.0,4,0,B,415837.17650176847,1894.0,4.0,0.0,B,415837.17650176847
5832,1.0,57.06708281007854,54.54294979493705,1.0,9,10.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B,317505.9792502333,645.0,6.0,6.0,B,317505.9792502333
5833,2.0,66.38426929156482,33.938639312519534,12.0,2,17.0,2014,0.232205084,B,B,24,4860,1,80.0,0,3,B,91611.58709056274,,,,,
5834,3.0,109.63513599381494,57.97268980637975,12.0,16,16.0,2006,0.236108458,B,B,16,3893,27,,3,10,B,526299.2771428521,,3.0,10.0,B,526299.2771428521
5835,1.0,38.890495705503774,,1.0,3,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,125315.17132318368,,,,,
5836,3.0,76.14091269235378,,0.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,202280.20882726728,,,,,
5837,3.0,61.05243416259882,45.51125734518987,6.0,3,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B,284057.26871086395,810.0,0.0,5.0,B,284057.26871086395
5838,2.0,48.59958727554447,28.653719096707963,6.0,5,9.0,1967,0.042307271,B,B,17,2810,9,4849.0,3,6,B,247894.5569511873,4849.0,3.0,6.0,B,247894.5569511873
5839,1.0,34.08345621464551,19.68553595896357,9.0,9,12.0,1971,0.0,B,B,30,7538,87,4702.0,5,5,B,268256.9666004584,4702.0,5.0,5.0,B,268256.9666004584
5840,1.0,39.79994308427514,22.490400741941585,7.0,14,14.0,2012,0.194489265,B,B,47,8004,3,125.0,3,5,B,91134.02389274312,,,,,
5841,2.0,76.46577578870378,,0.0,3,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,165717.6256061057,,,,,
5842,3.0,82.19343095882851,,1.0,17,17.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,224868.6915218149,,3.0,2.0,B,224868.6915218149
5843,1.0,38.07384989603194,18.856918262192004,10.0,12,17.0,2003,0.050900058,B,B,43,10621,1,30.0,2,3,B,147209.67485552112,,,,,
5844,3.0,167.76702747744855,,1.0,1,1.0,1977,0.004949358,B,B,0,186,0,,0,0,B,211180.7942193569,,,,,
5845,1.0,40.4711189334332,21.56533796100269,8.0,4,16.0,1979,0.101872465,B,B,23,4583,3,,3,3,B,179653.08043223532,,,,,
5846,1.0,45.16675626614589,44.877013535236266,1.0,5,5.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B,265601.35044877074,2643.0,4.0,5.0,B,265601.35044877074
5847,3.0,80.40199175392894,47.59093085322893,12.0,18,17.0,2005,0.127811589,B,B,28,7287,5,320.0,1,3,B,389942.53280588536,320.0,1.0,3.0,B,389942.53280588536
